ship_id,NOON_UTC,reference_speed_knots,actual_speed_knots,speed_loss_pct
S1,0,18.689999999999998,14.4,22.95345104333867
S1,0,18.689999999999998,14.4,22.95345104333867
S1,2,18.689999999999998,17.8,4.761904761904747
S1,2,18.689999999999998,17.8,4.761904761904747
S1,3,18.689999999999998,17.5,6.367041198501862
S1,3,18.689999999999998,18.1,3.1567683253076315
S1,4,18.689999999999998,18.3,2.086677367576228
S1,5,18.689999999999998,18.6,0.4815409309791135
S1,6,18.689999999999998,18.8,-0.58855002675229
S1,7,18.689999999999998,17.4,6.902086677367572
S1,8,18.689999999999998,17.7,5.296950240770458
S1,9,18.689999999999998,17.9,4.226859283039055
S1,10,18.689999999999998,14.4,22.95345104333867
S1,11,18.689999999999998,10.4,44.35527019796682
S1,12,18.689999999999998,9.5,49.17067950775815
S1,13,18.689999999999998,10.1,45.96040663456393
S1,15,18.689999999999998,18.8,-0.58855002675229
S1,16,18.689999999999998,19.6,-4.8689138576779225
S1,17,18.689999999999998,18.6,0.4815409309791135
S1,18,18.689999999999998,18.6,0.4815409309791135
S1,19,18.689999999999998,17.5,6.367041198501862
S1,20,18.689999999999998,12.9,30.97913322632423
S1,21,18.689999999999998,12.3,34.18940609951845
S1,22,18.689999999999998,12.4,33.654360620652746
S1,22,18.689999999999998,12.4,33.654360620652746
S1,23,18.689999999999998,10.6,43.285179240235415
S1,24,18.689999999999998,11.3,39.53986088817548
S1,25,18.689999999999998,11.4,39.004815409309785
S1,26,18.689999999999998,22.2,-18.780096308186206
S1,27,18.689999999999998,8.0,57.196361690743714
S1,28,18.689999999999998,12.4,33.654360620652746
S1,33,18.689999999999998,18.8,-0.58855002675229
S1,34,18.689999999999998,13.1,29.909042268592824
S1,35,18.689999999999998,11.4,39.004815409309785
S1,36,18.689999999999998,8.7,53.45104333868379
S1,38,18.689999999999998,12.7,32.04922418405564
S1,39,18.689999999999998,12.6,32.58426966292134
S1,40,18.689999999999998,12.6,32.58426966292134
S1,41,18.689999999999998,13.0,30.444087747458525
S1,42,18.689999999999998,10.8,42.215088282504006
S1,44,18.689999999999998,10.9,41.6800428036383
S1,45,18.689999999999998,10.6,43.285179240235415
S1,46,18.689999999999998,11.9,36.32958801498126
S1,47,18.689999999999998,11.7,37.39967897271267
S1,48,18.689999999999998,10.8,42.215088282504006
S1,49,18.689999999999998,11.5,38.46976993044408
S1,50,18.689999999999998,11.2,40.074906367041194
S1,51,18.689999999999998,10.8,42.215088282504006
S1,52,18.689999999999998,10.4,44.35527019796682
S1,53,18.689999999999998,11.2,40.074906367041194
S1,54,18.689999999999998,12.4,33.654360620652746
S1,55,18.689999999999998,12.3,34.18940609951845
S1,56,18.689999999999998,13.3,28.83895131086141
S1,58,18.689999999999998,13.3,28.83895131086141
S1,59,18.689999999999998,12.8,31.514178705189927
S1,60,18.689999999999998,15.3,18.13804173354734
S1,61,18.689999999999998,13.3,28.83895131086141
S1,62,18.689999999999998,13.3,28.83895131086141
S1,63,18.689999999999998,13.1,29.909042268592824
S1,64,18.689999999999998,9.6,48.63563402889245
S1,67,18.689999999999998,16.0,14.392723381487416
S1,68,18.689999999999998,14.2,24.023542001070087
S1,69,18.689999999999998,11.3,39.53986088817548
S1,71,18.689999999999998,10.0,46.495452113429636
S1,73,18.689999999999998,4.3,76.99304440877474
S1,74,18.689999999999998,11.8,36.864633493846966
S1,76,18.689999999999998,10.3,44.89031567683252
S1,77,18.689999999999998,10.9,41.6800428036383
S1,78,18.689999999999998,9.3,50.24077046548956
S1,79,18.689999999999998,1.8,90.36918138041733
S1,80,18.689999999999998,18.2,2.6217228464419393
S1,80,18.689999999999998,18.2,2.6217228464419393
S1,81,18.689999999999998,12.6,32.58426966292134
S1,88,18.689999999999998,17.1,8.507223113964669
S1,89,18.689999999999998,11.1,40.60995184590689
S1,89,18.689999999999998,11.1,40.60995184590689
S1,90,18.689999999999998,11.4,39.004815409309785
S1,90,18.689999999999998,11.4,39.004815409309785
S1,91,18.689999999999998,18.6,0.4815409309791135
S1,92,18.689999999999998,17.9,4.226859283039055
S1,92,18.689999999999998,18.8,-0.58855002675229
S1,93,18.689999999999998,18.9,-1.1235955056179823
S1,94,18.689999999999998,18.7,-0.05350454788657873
S1,95,18.689999999999998,18.1,3.1567683253076315
S1,96,18.689999999999998,17.9,4.226859283039055
S1,97,18.689999999999998,17.3,7.437132156233265
S1,98,18.689999999999998,17.5,6.367041198501862
S1,99,18.689999999999998,11.5,38.46976993044408
S1,100,18.689999999999998,11.1,40.60995184590689
S1,101,18.689999999999998,13.9,25.62867843766719
S1,103,18.689999999999998,18.4,1.551631888710536
S1,104,18.689999999999998,20.0,-7.00909577314073
S1,105,18.689999999999998,18.8,-0.58855002675229
S1,106,18.689999999999998,16.9,9.577314071696092
S1,107,18.689999999999998,16.9,9.577314071696092
S1,108,18.689999999999998,11.0,41.144997324772596
S1,108,18.689999999999998,11.0,41.144997324772596
S1,109,18.689999999999998,11.0,41.144997324772596
S1,110,18.689999999999998,8.6,53.98608881754949
S1,112,18.689999999999998,14.6,21.88336008560727
S1,113,18.689999999999998,14.7,21.348314606741567
S1,115,18.689999999999998,11.4,39.004815409309785
S1,118,18.689999999999998,18.5,1.0165864098448247
S1,119,18.689999999999998,18.5,1.0165864098448247
S1,121,18.689999999999998,19.0,-1.6586409844836936
S1,122,18.689999999999998,19.2,-2.7287319422150973
S1,123,18.689999999999998,11.6,37.934724451578376
S1,124,18.689999999999998,10.3,44.89031567683252
S1,126,18.689999999999998,16.6,11.182450508293186
S1,127,18.689999999999998,17.5,6.367041198501862
S1,128,18.689999999999998,18.4,1.551631888710536
S1,129,18.689999999999998,17.4,6.902086677367572
S1,129,18.689999999999998,17.4,6.902086677367572
S1,130,18.689999999999998,17.2,7.972177635098976
S1,130,18.689999999999998,17.2,7.972177635098976
S1,131,18.689999999999998,16.5,11.717495987158898
S1,131,18.689999999999998,16.5,11.717495987158898
S1,132,18.689999999999998,17.8,4.761904761904747
S1,133,18.689999999999998,16.1,13.857677902621704
S1,134,18.689999999999998,19.4,-3.7988228999465004
S1,136,18.689999999999998,19.1,-2.1936864633494046
S1,137,18.689999999999998,17.7,5.296950240770458
S1,138,18.689999999999998,13.5,27.76886035313001
S1,139,18.689999999999998,14.0,25.093632958801486
S1,140,18.689999999999998,13.8,26.163723916532895
S1,141,18.689999999999998,8.3,55.59122525414659
S1,143,18.689999999999998,14.0,25.093632958801486
S1,144,18.689999999999998,13.8,26.163723916532895
S1,145,18.689999999999998,14.1,24.558587479935788
S1,146,18.689999999999998,11.4,39.004815409309785
S1,148,18.689999999999998,3.1,83.41359015516319
S1,150,18.689999999999998,11.3,39.53986088817548
S1,151,18.689999999999998,10.4,44.35527019796682
S1,153,18.689999999999998,10.7,42.75013376136971
S1,154,18.689999999999998,10.8,42.215088282504006
S1,155,18.689999999999998,10.9,41.6800428036383
S1,157,18.689999999999998,12.9,30.97913322632423
S1,158,18.689999999999998,12.1,35.25949705724986
S1,159,18.689999999999998,18.0,3.6918138041733433
S1,159,18.689999999999998,16.4,12.25254146602461
S1,160,18.689999999999998,16.4,12.25254146602461
S1,161,18.689999999999998,15.4,17.602996254681635
S1,162,18.689999999999998,15.3,18.13804173354734
S1,162,18.689999999999998,15.0,19.74317817014445
S1,163,18.689999999999998,15.5,17.067950775815934
S1,164,18.689999999999998,16.0,14.392723381487416
S1,165,18.689999999999998,16.0,14.392723381487416
S1,166,18.689999999999998,16.5,11.717495987158898
S1,167,18.689999999999998,15.5,17.067950775815934
S1,168,18.689999999999998,15.3,18.13804173354734
S1,169,18.689999999999998,14.6,21.88336008560727
S1,170,18.689999999999998,14.3,23.488496522204375
S1,171,18.689999999999998,14.5,22.41840556447297
S1,172,18.689999999999998,14.1,24.558587479935788
S1,174,18.689999999999998,19.5,-4.333868378812212
S1,175,18.689999999999998,19.9,-6.474050294275019
S1,176,18.689999999999998,18.9,-1.1235955056179823
S1,177,18.689999999999998,18.3,2.086677367576228
S1,178,18.689999999999998,15.5,17.067950775815934
S1,179,18.689999999999998,12.5,33.11931514178704
S1,180,18.689999999999998,11.3,39.53986088817548
S1,185,18.689999999999998,17.0,9.04226859283038
S1,186,18.689999999999998,9.7,48.10058855002675
S1,188,18.689999999999998,15.0,19.74317817014445
S1,189,18.689999999999998,11.7,37.39967897271267
S1,193,18.689999999999998,10.5,43.82022471910111
S1,194,18.689999999999998,16.8,10.112359550561784
S1,195,18.689999999999998,16.0,14.392723381487416
S1,196,18.689999999999998,13.4,28.303905831995706
S1,198,18.689999999999998,13.0,30.444087747458525
S1,199,18.689999999999998,13.5,27.76886035313001
S1,200,18.689999999999998,13.7,26.698769395398603
S1,201,18.689999999999998,13.5,27.76886035313001
S1,202,18.689999999999998,11.0,41.144997324772596
S1,203,18.689999999999998,13.4,28.303905831995706
S1,204,18.689999999999998,17.4,6.902086677367572
S1,205,18.689999999999998,18.7,-0.05350454788657873
S1,206,18.689999999999998,18.3,2.086677367576228
S1,207,18.689999999999998,17.9,4.226859283039055
S1,208,18.689999999999998,18.6,0.4815409309791135
S1,209,18.689999999999998,18.5,1.0165864098448247
S1,210,18.689999999999998,17.0,9.04226859283038
S1,211,18.689999999999998,16.8,10.112359550561784
S1,213,18.689999999999998,18.7,-0.05350454788657873
S1,214,18.689999999999998,20.3,-8.614232209737844
S1,215,18.689999999999998,15.6,16.532905296950233
S1,216,18.689999999999998,15.0,19.74317817014445
S1,217,18.689999999999998,13.1,29.909042268592824
S1,218,18.689999999999998,9.1,51.31086142322096
S1,220,18.689999999999998,13.0,30.444087747458525
S1,221,18.689999999999998,13.6,27.233814874264304
S1,222,18.689999999999998,12.2,34.724451578384155
S1,223,18.689999999999998,11.8,36.864633493846966
S1,226,18.689999999999998,14.5,22.41840556447297
S1,227,18.689999999999998,8.1,56.66131621187801
S1,228,18.689999999999998,11.2,40.074906367041194
S1,230,18.689999999999998,11.1,40.60995184590689
S1,231,18.689999999999998,11.5,38.46976993044408
S1,232,18.689999999999998,10.7,42.75013376136971
S1,233,18.689999999999998,11.2,40.074906367041194
S1,234,18.689999999999998,13.0,30.444087747458525
S1,235,18.689999999999998,11.1,40.60995184590689
S1,236,18.689999999999998,17.6,5.83199571963615
S1,237,18.689999999999998,16.8,10.112359550561784
S1,238,18.689999999999998,16.3,12.7875869448903
S1,239,18.689999999999998,15.5,17.067950775815934
S1,239,18.689999999999998,15.6,16.532905296950233
S1,240,18.689999999999998,14.5,22.41840556447297
S1,241,18.689999999999998,14.1,24.558587479935788
S1,242,18.689999999999998,15.5,17.067950775815934
S1,243,18.689999999999998,15.3,18.13804173354734
S1,244,18.689999999999998,15.2,18.67308721241305
S1,245,18.689999999999998,15.7,15.997859818084532
S1,246,18.689999999999998,15.3,18.13804173354734
S1,247,18.689999999999998,10.4,44.35527019796682
S1,248,18.689999999999998,10.2,45.425361155698226
S1,249,18.689999999999998,10.0,46.495452113429636
S1,250,18.689999999999998,10.9,41.6800428036383
S1,251,18.689999999999998,10.6,43.285179240235415
S1,252,18.689999999999998,11.7,37.39967897271267
S1,254,18.689999999999998,19.7,-5.403959336543615
S1,255,18.689999999999998,19.0,-1.6586409844836936
S1,256,18.689999999999998,18.3,2.086677367576228
S1,257,18.689999999999998,15.3,18.13804173354734
S1,259,18.689999999999998,11.1,40.60995184590689
S1,260,18.689999999999998,10.9,41.6800428036383
S1,261,18.689999999999998,10.8,42.215088282504006
S1,262,18.689999999999998,11.0,41.144997324772596
S1,263,18.689999999999998,11.3,39.53986088817548
S1,265,18.689999999999998,10.8,42.215088282504006
S1,266,18.689999999999998,10.5,43.82022471910111
S1,267,18.689999999999998,11.2,40.074906367041194
S1,269,18.689999999999998,13.2,29.37399678972712
S1,270,18.689999999999998,5.9,68.43231674692348
S1,277,18.689999999999998,17.2,7.972177635098976
S1,278,18.689999999999998,19.2,-2.7287319422150973
S1,279,18.689999999999998,17.7,5.296950240770458
S1,282,18.689999999999998,20.2,-8.079186730872133
S1,283,18.689999999999998,20.3,-8.614232209737844
S1,284,18.689999999999998,16.6,11.182450508293186
S1,285,18.689999999999998,14.1,24.558587479935788
S1,287,18.689999999999998,17.3,7.437132156233265
S1,288,18.689999999999998,19.0,-1.6586409844836936
S1,289,18.689999999999998,18.8,-0.58855002675229
S1,290,18.689999999999998,18.2,2.6217228464419393
S1,291,18.689999999999998,19.3,-3.263777421080808
S1,292,18.689999999999998,19.2,-2.7287319422150973
S1,293,18.689999999999998,19.0,-1.6586409844836936
S1,294,18.689999999999998,18.4,1.551631888710536
S1,296,18.689999999999998,18.3,2.086677367576228
S1,297,18.689999999999998,17.4,6.902086677367572
S1,298,18.689999999999998,16.8,10.112359550561784
S1,299,18.689999999999998,18.9,-1.1235955056179823
S1,300,18.689999999999998,17.5,6.367041198501862
S1,301,18.689999999999998,11.4,39.004815409309785
S1,304,18.689999999999998,13.8,26.163723916532895
S1,305,18.689999999999998,14.0,25.093632958801486
S1,306,18.689999999999998,12.7,32.04922418405564
S1,307,18.689999999999998,12.4,33.654360620652746
S1,310,18.689999999999998,16.3,12.7875869448903
S1,312,18.689999999999998,12.4,33.654360620652746
S1,313,18.689999999999998,10.0,46.495452113429636
S1,314,18.689999999999998,14.8,20.813269127875856
S1,316,18.689999999999998,20.0,-7.00909577314073
S1,317,18.689999999999998,17.8,4.761904761904747
S1,318,18.689999999999998,17.6,5.83199571963615
S1,319,18.689999999999998,15.7,15.997859818084532
S1,319,18.689999999999998,15.7,15.997859818084532
S1,320,18.689999999999998,17.8,4.761904761904747
S1,321,18.689999999999998,15.2,18.67308721241305
S1,322,18.689999999999998,15.6,16.532905296950233
S1,322,18.689999999999998,15.8,15.46281433921882
S1,323,18.689999999999998,16.7,10.647405029427494
